Area,AspectRation,Extent,Solidity,Compactness
62821,1.509827363,0.779368526,0.980490393,0.811880805
67448,1.679574097,0.725809229,0.984010271,0.769206218
78753,1.409325329,0.741051265,0.985928365,0.841070615
62406,1.723601432,0.746983625,0.986812144,0.760282591
78027,1.341171869,0.752553456,0.978849121,0.859573666
87837,1.473543087,0.777889955,0.981046306,0.822393139
62033,1.531540298,0.710865878,0.981581404,0.806720417
71973,1.568596128,0.803046025,0.989387587,0.7971149
60416,1.604520497,0.749708386,0.981783317,0.78743233
59244,1.53154593,0.704455463,0.987021642,0.807006315
70881,1.3851233,0.758572346,0.985087695,0.848734963
65159,1.32942605,0.840576906,0.987332374,0.86542836
61387,1.300610689,0.803789347,0.986342529,0.876432732
65503,1.315972807,0.76809334,0.976199702,0.865985758
73927,1.677231427,0.803886388,0.989334083,0.771393852
63127,1.532210116,0.718528046,0.982490817,0.807479589
60321,1.661805407,0.691675267,0.988706769,0.775164168
67986,1.498410401,0.722870813,0.982698062,0.816239963
68942,1.544634427,0.713020995,0.977706555,0.803821006
67533,1.48436273,0.747377158,0.980529663,0.818752442
59151,1.235460401,0.79769932,0.984553671,0.897018388
84005,1.583554131,0.798526616,0.980645086,0.792887841
64033,1.533612071,0.768703481,0.982990743,0.806317767
56893,1.5857967,0.716419226,0.980677078,0.792500579
61387,1.345763085,0.767260774,0.982585034,0.861215774
84439,1.481181154,0.727765568,0.981346753,0.819498218
73478,1.506934696,0.776001183,0.990897199,0.813303477
80050,1.588605837,0.807998224,0.990656519,0.792180369
79140,1.441956789,0.755729565,0.983325464,0.830821425
84185,1.550269054,0.680673356,0.98024033,0.80102481
74553,1.387901788,0.732527634,0.983030063,0.848090451
73519,1.397602238,0.769872768,0.979300148,0.844739785
51674,1.540762077,0.797721413,0.980196517,0.804369956
51512,1.164315984,0.742119518,0.982378519,0.925693249
69053,1.810195226,0.667875658,0.981061575,0.741066359
70522,1.505628947,0.729882738,0.9840096,0.813926167
65290,1.405425621,0.750796334,0.98033033,0.841401771
73064,1.566887157,0.723334323,0.980224852,0.79780833
61974,1.659080472,0.794905341,0.98008951,0.773917176
53364,1.448875513,0.766525898,0.984067272,0.829310348
98277,1.516810425,0.706556045,0.976597901,0.810666712
79877,1.298226214,0.779439891,0.984907708,0.87652404799999994
73913,1.401417464,0.727060791,0.98679608,0.843522453
60024,1.653630105,0.717501225,0.984726438,0.776187544
62987,1.691441067,0.740413777,0.980815646,0.767894062
61497,1.591452965,0.684974382,0.982301733,0.790285867
58360,1.582199367,0.737716315,0.972926114,0.793788815
70692,1.589460891,0.787865279,0.989488123,0.79248103
66466,1.488168714,0.780392157,0.984564792,0.816764366
69561,1.302681467,0.798450413,0.985394946,0.875548071
64109,1.346419153,0.705580013,0.984550411,0.859652367
72652,1.680323295,0.738355844,0.984818088,0.770777558
74049,1.657361142,0.71026128,0.973534748,0.773611533
53363,1.572170419,0.717244624,0.982418351,0.796912777
58859,1.419596999,0.740346155,0.984297134,0.837169531
87137,1.384846654,0.769163548,0.977847853,0.84699278
55773,1.701394767,0.765376698,0.977667537,0.765926974
47668,1.479226314,0.814754042,0.983859649,0.820903636
65908,1.54964749,0.71800682,0.988244467,0.802215137
69824,1.698066233,0.688395938,0.984226774,0.766396379
79569,1.361060241,0.794173129,0.984679545,0.856384968
76307,1.672410834,0.777341999,0.977793439,0.77193687
71385,1.559560289,0.701117703,0.983928547,0.799011228
82036,1.640440535,0.701888278,0.979791706,0.778366123
73569,1.496200504,0.695096372,0.983963728,0.816169624
82998,1.44056307,0.787726358,0.981713664,0.828997543
92981,1.64735661,0.808460134,0.984165458,0.777268061
90599,1.621673358,0.754614359,0.985189374,0.784466703
64566,1.527642907,0.799777035,0.984357849,0.807255008
65618,1.457550002,0.812989394,0.987984823,0.82645276
68859,1.904779597,0.710179455,0.9705559,0.716005592
69598,1.276986966,0.782729962,0.984315556,0.880966221
75019,1.622193402,0.744132759,0.983971879,0.784366828
61701,1.362998687,0.728086944,0.982312297,0.855665868
61570,1.765555454,0.744354176,0.982400715,0.751057197
54113,1.554348165,0.717755199,0.990155715,0.801165625
72741,1.503253758,0.800363096,0.982933355,0.813663776
78471,1.435091661,0.725293922,0.9770769,0.831763009
77785,1.465197069,0.75759199,0.983201456,0.825263051
69985,1.605185986,0.702547783,0.986663095,0.787877195
72773,1.685781987,0.747117704,0.985669976,0.768561305
76500,1.604465137,0.785751702,0.983960796,0.787615305
56521,1.665678124,0.81489331,0.985493348,0.773464442
81338,1.322048092,0.761848563,0.981098848,0.868494615
67724,1.496594503,0.799310736,0.991740862,0.815799821
79019,1.514211121,0.700448534,0.982627835,0.810903739
58191,1.570253891,0.715650826,0.981762046,0.797207277
64412,1.307841889,0.746243411,0.986431437,0.87311503
76921,1.519738999,0.740023474,0.980747409,0.808381079
62838,1.524706104,0.707635135,0.982980321,0.807936081
71275,1.515623654,0.790127152,0.985168906,0.810293783
69229,1.583233282,0.776937321,0.982487263,0.792341451
68470,1.346480373,0.811948582,0.981831739,0.857979334
74685,1.723040206,0.745336966,0.990661768,0.761481112
68616,1.55320894,0.778948324,0.980606805,0.800021571
74077,1.553609498,0.749706501,0.984176542,0.801328688
74945,1.577136058,0.732571551,0.979429946,0.794728808
75542,1.717051593,0.699657312,0.977535651,0.76231299
70314,1.57925543,0.708082415,0.985742524,0.795080079
81995,1.600584776,0.76777939,0.982611509,0.789904646
74486,1.332827525,0.773575108,0.974807292,0.862897354
71483,1.653250131,0.760684034,0.985931617,0.776795453
77147,1.592371917,0.702972372,0.97758376,0.790977772
66884,1.453582469,0.771548542,0.980905171,0.827530404
66547,1.568958445,0.749538205,0.970355789,0.794088149
71742,1.416848709,0.730094439,0.982323059,0.839267833
69509,1.572983186,0.708986128,0.978889703,0.794701464
84228,1.459804539,0.74514314,0.983914491,0.825673476
46278,1.530092605,0.790995795,0.982506051,0.807439002
95737,1.523458962,0.765283773,0.982149635,0.80889726
68971,1.559126898,0.727427095,0.979089773,0.799680186
65425,1.262282917,0.816424578,0.984782347,0.888026597
72788,1.660256377,0.69625605,0.986501138,0.774080338
57105,1.647203254,0.696062896,0.982434711,0.778705055
86190,1.460186509,0.761765876,0.978142449,0.825734868
71482,1.480497786,0.734935176,0.983665662,0.819389092
76864,1.76104455,0.760337119,0.983292823,0.752891991
51932,1.484665271,0.726402954,0.98158999,0.819546032
60237,1.668067927,0.77934327,0.982979765,0.772015652
54522,1.6631172,0.690492775,0.987270258,0.774874703
64530,1.676689325,0.697923426,0.983059626,0.771328099
69714,1.543333077,0.73056327,0.983952238,0.80416018
70249,1.593413599,0.706233035,0.982434795,0.790929979
80951,1.511920757,0.779927355,0.984338331,0.81166544
64478,1.58830727,0.687325445,0.987896059,0.79224463
146618,1.618894598,0.815631954,0.988378207,0.784089863
171308,1.660627592,0.786621177,0.98551425,0.773968359
191554,1.646398564,0.712504557,0.990106891,0.777241883
142238,1.469609509,0.767464321,0.989385382,0.824025775
168684,1.582954097,0.770021546,0.99339246,0.794180137
207673,1.627155324,0.733686858,0.985222119,0.779972994
155917,1.531128963,0.7876585,0.984964971,0.804441015
190600,1.569669122,0.780316057,0.987677352,0.794727176
135403,1.575141721,0.787849695,0.983904722,0.793515586
159694,1.58691585,0.813312962,0.994049175,0.791957904
152063,1.413571505,0.764450678,0.988320551,0.838466145
171230,1.503289537,0.784634489,0.990667832,0.813494725
168736,1.548475746,0.746916914,0.993429574,0.802641033
159596,1.412294221,0.765492498,0.990289214,0.840204383
203793,1.67285083,0.797811619,0.984240978,0.766847334
186103,1.616262346,0.797664052,0.983443954,0.782511262
173967,1.634928525,0.72534304,0.985492386,0.777994136
158140,1.418481681,0.829286711,0.982297037,0.835971597
158935,1.465997163,0.706377778,0.990347947,0.822839867
182178,1.726453763,0.796302124,0.990210839,0.757357326
159806,1.729092921,0.772009662,0.972440442,0.751701511
203101,1.616816004,0.743333455,0.985740564,0.781781639
164670,1.876570398,0.824574493,0.983192525,0.723545711
251432,1.594774736,0.766776047,0.976719433,0.786793078
196157,1.646310546,0.804502428,0.98813176,0.777154215
176826,1.803927678,0.809576134,0.984192891,0.741055631
177893,1.622844237,0.717889427,0.978557794,0.779078158
154721,1.465172907,0.803895793,0.992418363,0.823630985
148827,1.461771431,0.749169418,0.967376467,0.816903778
172941,1.849597882,0.721399074,0.983899506,0.729631735
182090,1.626591118,0.770881842,0.99025462,0.780301259
131488,1.405852452,0.793367686,0.989338249,0.842088861
175717,1.561031494,0.802206883,0.984811716,0.79670647000000006
225335,1.578287237,0.786108999,0.98618764,0.791529128
144404,1.499751531,0.763525232,0.989129467,0.814890271
202363,1.521366256,0.687692004,0.991562339,0.807846316
190130,1.640321486,0.81492435,0.99093136,0.778501572
193584,1.630959409,0.800595533,0.980758124,0.779329705
149264,1.764080031,0.807705628,0.984539074,0.75003262
189378,1.720526247,0.736885112,0.968110993,0.754231319
156138,1.489814804,0.769956802,0.990415417,0.81839808
163401,1.558042582,0.687674127,0.979135083,0.796404333
169310,1.531055483,0.750827058,0.985575244,0.804842565
117034,1.212714877,0.746318911,0.991653886,0.906315042
170021,1.561154788,0.791959345,0.990983167,0.797773694
203536,1.613540288,0.774879315,0.987803872,0.785407868
182494,1.587217161,0.745603857,0.964693693,0.784726272
153644,1.578303234,0.763957119,0.978593038,0.790529629
213022,1.87632007,0.737513762,0.976873868,0.722107534
199437,1.571857436,0.794193191,0.989221765,0.794080642
146521,1.47627861,0.755107194,0.975109975,0.817650649
160687,1.629975811,0.788833688,0.987791459,0.780135554
146015,1.561124185,0.806899944,0.989737611,0.798243482
168405,1.579140438,0.756138957,0.986989011,0.792455035
180089,1.61282081,0.715274689,0.990539522,0.78604669
155333,1.602804294,0.74197755,0.989747805,0.788066187
176492,1.531945779,0.752711376,0.990120783,0.806856585
157119,1.396830989,0.773870857,0.991875308,0.843901419
182976,1.623356676,0.793546708,0.991594726,0.781658793
183754,1.663361709,0.822621947,0.991726349,0.773252496
161008,1.239630349,0.814059782,0.987664015,0.895518804
202626,1.58638276,0.744018506,0.974899323,0.787789479
174325,1.645155093,0.766075164,0.984203068,0.774638499
160359,1.39056924,0.757296271,0.989247511,0.845933552
230867,1.524021083,0.741062802,0.989813199,0.807263559
180547,1.871552644,0.834413244,0.989705358,0.727996696
199788,1.826179758,0.792627094,0.985862533,0.735280362
184362,1.60130638,0.785093771,0.981364079,0.78689043
169553,1.792998221,0.781537511,0.988359079,0.743056947
189236,1.564353749,0.69624277,0.986287376,0.795920446
206702,1.651576009,0.700684746,0.987110854,0.773147225
139523,1.413425217,0.732219703,0.990283338,0.840069515
200116,1.581080056,0.773419082,0.987573655,0.793533055
188362,1.69344308,0.810619362,0.986105876,0.765405442
192812,1.731397064,0.814955704,0.99009962,0.756626845
159200,1.630890374,0.80306699,0.982140103,0.779362151
174465,1.648621018,0.808262143,0.989585992,0.776860623
164455,1.500268085,0.700840386,0.989828162,0.814903852
161579,1.514690116,0.801960492,0.991434269,0.811976354
156250,1.612344171,0.791620225,0.990704811,0.78509848
184715,1.746847513,0.798733028,0.986651639,0.753236398
180805,1.70712795,0.737714617,0.978514409,0.759769725
169004,1.486769347,0.736035259,0.991126984,0.81897058
132254,1.465590124,0.727117787,0.990273524,0.824390129
175545,1.752907868,0.730831519,0.987678285,0.752150256
181118,1.707424263,0.770472277,0.973888823,0.759402658
172746,1.628827602,0.79651967,0.979830064,0.779379799
169410,1.508914491,0.746181222,0.983940758,0.809893556
185677,1.425173874,0.767399858,0.990103075,0.83473004
154727,1.532434047,0.768180915,0.991445707,0.806991417
171566,1.507526392,0.828037221,0.991710983,0.812360548
159048,1.555374054,0.797352985,0.987618137,0.79787322
114004,1.394174671,0.748986604,0.988776909,0.844094027
169969,1.654128427,0.745631775,0.986660243,0.773593104
169559,1.606534305,0.736655747,0.983983194,0.785641038
145285,1.486805285,0.786046637,0.990293711,0.819298061
164698,1.544434183,0.813894188,0.98951593,0.803462996
221428,1.627533198,0.805339153,0.983045279,0.781162265
150168,1.56040346,0.822946579,0.989190364,0.797379459
149231,1.514064982,0.746845832,0.990357304,0.811144958
176920,1.727731223,0.717882547,0.981569224,0.756944923
144704,1.608197579,0.759708725,0.991605507,0.787427507
173392,1.732107619,0.839040914,0.988732266,0.757539741
162787,1.738322708,0.814061179,0.983535937,0.754668112
170186,1.524838632,0.777701616,0.976145,0.80051872
199669,1.522294381,0.764470531,0.983814066,0.805750432
179180,1.663791194,0.800911854,0.986255828,0.770638753
175512,1.608506276,0.78507432,0.988916999,0.78478142
178200,1.459881996,0.757266701,0.985150869,0.824073507
138059,1.61798942,0.767369603,0.963594486,0.775441188
159120,1.655819375,0.732232592,0.985110664,0.773121729
176521,1.682773791,0.744814346,0.97419921,0.763715578
178603,1.601940643,0.812156681,0.991429222,0.78883813
204774,1.653699485,0.811526085,0.979667407,0.774533053
174024,1.5161829,0.7483487,0.991883635,0.810873441
170889,1.616096148,0.819564342,0.984411993,0.783038889
200662,1.574279823,0.775011104,0.988901702,0.795157417
192106,1.485391667,0.814008475,0.985912312,0.817137459
168744,1.683386425,0.73513344,0.991142542,0.769504756
173108,1.472195218,0.761168566,0.987862014,0.819814366
175822,1.619423647,0.732494001,0.983570058,0.78064018
166686,1.686608155,0.825832342,0.990215822,0.767051715
156974,1.502024091,0.689189782,0.989972503,0.811580662
171035,1.70077288,0.787744105,0.973249647,0.759717871
135898,1.491824717,0.754787612,0.988076023,0.816517923
168226,1.476022667,0.765896033,0.978974505,0.816287102
171423,1.458528838,0.768265137,0.99072977,0.826470506
196076,1.631368875,0.803965787,0.983848064,0.779117514
196264,1.566900618,0.834455782,0.991202287,0.795975493
194219,1.63171294,0.820812449,0.984533888,0.777160753
190062,1.641789728,0.763718336,0.991693364,0.778967088
139639,1.258213503,0.783916241,0.993581944,0.889981856
183483,1.691352487,0.763253132,0.977023184,0.762240729
126503,1.401879349,0.771312725,0.986608953,0.843540956
173366,1.54897182,0.776228598,0.989876612,0.800768851
162019,1.703606792,0.715631625,0.986927786,0.761180785
167563,1.5475413,0.819703648,0.986901235,0.800701823
174621,1.554117273,0.766365599,0.98636985,0.79844139
129807,1.465953674,0.806314756,0.989774911,0.824221968
137358,1.471472378,0.798073348,0.9946775,0.82324744
179759,1.757906192,0.776483344,0.987193217,0.750705865
218738,1.65614237,0.703064081,0.978662861,0.77327941
186401,1.868606281,0.773047175,0.973688609,0.724685536
182972,1.472616428,0.832504493,0.987154241,0.821605823
146862,1.515106961,0.819414377,0.989022978,0.80907954
138976,1.448635175,0.738393531,0.986260929,0.825766826
155524,1.553743686,0.817506124,0.97736385,0.794977413
222737,1.821274475,0.83655204,0.987677149,0.737083953
156343,1.5447155,0.746377746,0.988492884,0.802875082
204635,1.539088498,0.807044459,0.991765778,0.803683273
181992,1.767716771,0.808117049,0.986556225,0.748672049
208936,1.63654567,0.791703138,0.985644804,0.777453587
149462,1.654466851,0.798135253,0.980708915,0.772140152
156208,1.347125398,0.810796221,0.990752604,0.859499937
139686,1.449455465,0.76540274,0.990034871,0.829058495
226687,1.777137703,0.758383851,0.979209503,0.74544661
154568,1.404650838,0.75938372,0.989539186,0.842115278
187588,1.461411333,0.716110462,0.987565149,0.823923958
187129,1.384631556,0.773110181,0.989854375,0.846884828
210260,1.552074737,0.823341452,0.983944106,0.797718209
165855,1.572547549,0.784889499,0.989411203,0.794902624
192239,1.863547963,0.820272231,0.98920432,0.729086788
176994,1.685649074,0.746344055,0.985001864,0.766004087
163329,1.613701675,0.731066371,0.986858324,0.783793359
175387,1.62068743,0.797228131,0.991514405,0.783374677
137748,1.413440947,0.809463366,0.991927644,0.838638486
211734,1.698877761,0.801840491,0.989799734,0.763736821
180028,1.684321184,0.674610848,0.982347773,0.765263516
141850,1.513136198,0.804617261,0.987263363,0.809606037
155088,1.402533956,0.719168649,0.989864434,0.843341597
171217,1.660981322,0.786445271,0.986699323,0.775047484
203296,1.505528858,0.765018439,0.98941938,0.810768934
174091,1.525697954,0.750871245,0.984555089,0.805179454
184491,1.614592802,0.766795511,0.982129168,0.78344268
191756,1.769411393,0.66201287,0.990900024,0.74867049
188557,1.590095132,0.73357065,0.990507659,0.789730896
163850,1.479928614,0.781488477,0.983806373,0.817727068
237270,1.787613962,0.784114793,0.985868675,0.744620666
170067,1.385376068,0.785383763,0.9899415,0.846703388
145163,1.547018721,0.704613189,0.988754478,0.802286907
183019,1.661436778,0.716751846,0.989880469,0.772825856
141385,1.52720519,0.719165192,0.985055389,0.806775672
140313,1.490048923,0.721240439,0.988356367,0.816875459
161473,1.764584266,0.800064412,0.984765599,0.749109152
174668,1.772011252,0.754880394,0.978554141,0.746458838
177906,1.719614026,0.790001643,0.984140331,0.757481419
147288,1.664856133,0.774213896,0.987158521,0.772101045
179496,1.540377581,0.781402638,0.988898744,0.803979942
159247,1.487423973,0.780163629,0.986966222,0.818690652
215107,1.672208977,0.819143184,0.98763998,0.76906153
166007,1.523210992,0.77451758,0.989886883,0.807982412
184245,1.612285545,0.725508263,0.970195624,0.780001084
163479,1.764492581,0.810972101,0.990169713,0.751306504
191366,1.676863533,0.784119778,0.989841204,0.767796211
184246,1.770449185,0.754945667,0.989622834,0.749089102
184018,1.66900222,0.827895551,0.987825172,0.770975802
177713,1.584840402,0.767758241,0.986330033,0.791116974
198997,1.666452043,0.759298687,0.987543857,0.770035509
150648,1.349759334,0.781426037,0.984042171,0.855490663
147827,1.547912779,0.783803989,0.992653823,0.801366014
166208,1.497838944,0.758982227,0.99204966000000006,0.814367885
182361,1.579301087,0.827034014,0.987988818,0.791949484
146153,1.475881001,0.731936098,0.979138055,0.819810716
174090,1.711207961,0.815104411,0.98493935,0.758385213
164596,1.619224964,0.816059813,0.990313226,0.78399092
146154,1.558218394,0.735713998,0.986220951,0.798352394
193432,1.64804798,0.788032363,0.987406776,0.77665661
145339,1.586300776,0.695958014,0.986981855,0.791844039
186439,1.640500489,0.848622642,0.989748898,0.776058709
184827,1.52453509,0.791838571,0.988495973,0.808723938
157579,1.542839867,0.710932953,0.985176618,0.801303867
149824,1.481305112,0.823208791,0.99097812,0.819777559
186765,1.684313417,0.808044754,0.989850541,0.766888132
162230,1.423138675,0.782834863,0.99241451,0.836363769
173520,1.561406077,0.807009711,0.986239705,0.797939302
188888,1.637346077,0.778823238,0.987623853,0.778179058
159369,1.59002736,0.809086478,0.99068796,0.790073278
168165,1.753842069,0.813523163,0.987034407,0.752581374
163558,1.579231955,0.799528763,0.992475637,0.793954493
130070,1.41849391,0.751536933,0.986424996,0.836135618
163117,1.506439443,0.731154889,0.987438859,0.813536405
131249,1.609527267,0.81498845,0.98809013,0.784406072
133760,1.357095191,0.744567154,0.989707808,0.857507084
168972,1.741509405,0.82385178,0.987764885,0.753372164
137890,1.543269515,0.782239216,0.990539269,0.802407376
176478,1.5710673,0.819531903,0.991956562,0.795485856
183422,1.633870023,0.789931094,0.984213689,0.777508732
156645,1.61741731,0.776065793,0.987523956,0.783706872
166256,1.658776416,0.696476897,0.982020083,0.769976583
150738,1.472394358,0.729789397,0.990843418,0.822266814
198323,1.643577956,0.738922111,0.98534329,0.777249642
183093,1.568213865,0.775817797,0.98878862,0.795918194
149941,1.644876892,0.710822983,0.982343615,0.775092396
187761,1.56201398,0.816710816,0.976894101,0.794939705
203686,1.674748235,0.790961373,0.988349581,0.770434573
212510,1.642269881,0.83981442,0.980927059,0.775253638
147218,1.502782775,0.744732622,0.988610876,0.81497786
158001,1.51371954,0.779620456,0.991515692,0.811531108
201946,1.71371214,0.818307434,0.99266607,0.762023237
171620,1.451952085,0.790263759,0.98239227,0.825713046
156593,1.543809257,0.802588284,0.991923632,0.803351318
186618,1.556450257,0.802865256,0.990120968,0.799274469
218983,1.81185222,0.745626341,0.986027935,0.739574535
165817,1.694968483,0.736846549,0.980220261,0.762649946
153075,1.393740696,0.801406224,0.991835941,0.845146514
164103,1.656252739,0.727658499,0.987115402,0.774568868
155439,1.627524994,0.655324334,0.982522566,0.777886359
181020,1.530070267,0.784145549,0.990446801,0.807006694
153261,1.496927926,0.836477061,0.991858606,0.81489359
184172,1.692309436,0.809931748,0.986052887,0.76541019
151091,1.483394433,0.761159893,0.984447282,0.817754014
206979,1.879648138,0.607021043,0.967024393,0.72059128
187777,1.69376268,0.821206158,0.9883,0.765863929
165004,1.722619716,0.699228748,0.967118759,0.754018803
195455,1.596965085,0.759024962,0.985141354,0.787059049
157613,1.323834136,0.770723716,0.992800272,0.867816033
216075,1.693580497,0.811933535,0.992221115,0.766525831
157309,1.609981849,0.801309121,0.982573283,0.783448342
182940,1.658505396,0.792689268,0.986550471,0.773067865
187645,1.653875918,0.796641831,0.988500116,0.775132782
160273,1.743665984,0.808871326,0.980185062,0.754051062
191369,1.705527085,0.824894824,0.983588779,0.758879592
165330,1.557588809,0.776744186,0.984564262,0.798572039
203688,1.737422338,0.788071066,0.983866917,0.753274371
129409,1.419704689,0.79933414,0.990213333,0.838040607
192018,1.655129129,0.81848756,0.992551393,0.775591718
144458,1.491661777,0.761836956,0.989370591,0.816925978
179122,1.673780932,0.799352029,0.990647796,0.771376366
169128,1.669509652,0.770669291,0.987297436,0.770155679
157188,1.713528487,0.802651198,0.990628643,0.761576774
162820,1.46262025,0.73386308,0.991124801,0.825393551
176818,1.819158223,0.730701203,0.988008762,0.73717538
154029,1.619765096,0.784461421,0.979934217,0.780078242
152884,1.397418618,0.776127889,0.990598374,0.843282408
132889,1.469951278,0.789361449,0.989309511,0.823259465
234898,1.606922402,0.799467698,0.985868676,0.786726756
135222,1.419507376,0.772423484,0.992877702,0.838076565
186509,1.790951645,0.844016146,0.984117687,0.743191264
142154,1.387258323,0.795124789,0.993569761,0.847939904
224267,1.425298001,0.78005913,0.991752605,0.834367348
181877,1.53018741,0.788400935,0.990604678,0.806505188
176276,1.699375213,0.800454091,0.988293602,0.762690254
178848,1.85012157,0.803211986,0.99027707,0.733568138
158438,1.59309275,0.722231086,0.99018180200000006,0.789143137
154772,1.646185953,0.706824742,0.990033903,0.776684364
166654,1.53702279,0.726731205,0.988809778,0.804456729
165397,1.542990363,0.803990861,0.991999088,0.803194962
198671,1.519799312,0.792427167,0.987754432,0.806948482
195106,1.534219435,0.791049375,0.988664407,0.804102859
169165,1.615429877,0.683992399,0.988581046,0.784141427
137075,1.576984272,0.67699716,0.982496757,0.792880224
164719,1.550347807,0.818308726,0.990534779,0.799345554
143603,1.448298876,0.77369388,0.98764099,0.828648509
185896,1.594406776,0.806693224,0.990832338,0.787089744
202280,1.647240591,0.78379101,0.988240582,0.777258236
188247,1.804795679,0.727547132,0.969086547,0.737102018
201491,1.449073046,0.796800791,0.990648646,0.829122698
191042,1.615176765,0.775250988,0.987603391,0.784034966
162866,1.573754836,0.811566616,0.990699231,0.795826087
248424,1.603101158,0.807536277,0.989413817,0.786526894
172351,1.63508358,0.83275433,0.990927332,0.778910781
182755,1.624841591,0.824029903,0.98959264,0.78206729
154160,1.480248234,0.813286064,0.989588014,0.819862272
141519,1.507078678,0.780600678,0.98425405,0.811478766
141953,1.513380332,0.714710799,0.987815231,0.810969484
142592,1.479609743,0.804164293,0.987992378,0.819759997
197245,1.621057634,0.802082825,0.982408344,0.78049618
221203,1.671877626,0.739191312,0.98609588,0.769977734
169030,1.593944764,0.782437624,0.988543123,0.790414732
226806,1.586206138,0.768229731,0.986138769,0.790294821
170292,1.569456019,0.806039665,0.99177077,0.796471024
203677,1.683657312,0.802263292,0.991075903,0.768611375
171708,1.389742845,0.735067103,0.993657554,0.846769838
195332,1.553225914,0.75880662,0.982239118,0.798064059
139841,1.537476785,0.780275639,0.987075781,0.804037789
223165,1.56185226,0.751944175,0.987202399,0.796668207
161534,1.619577311,0.792175056,0.989227952,0.783864846
180097,1.584378543,0.733963387,0.986686901,0.791314516
164498,1.785674793,0.793909266,0.973424306,0.741985832
134012,1.5599274380000001,0.76070569,0.98901845,0.79780047
138265,1.485614523,0.754836984,0.989451764,0.818196832
166862,1.573791886,0.837849916,0.990014536,0.794256047
146328,1.567059428,0.764793812,0.98026448,0.795964833
164968,1.568035575,0.786258305,0.989111665,0.795925536
170659,1.499377608,0.797062258,0.99049316,0.814847703
145886,1.560502446,0.757656493,0.990118228,0.798968158
178177,1.539650364,0.724046569,0.983316777,0.802858674
168532,1.522881254,0.788730549,0.991802266,0.807309264
150467,1.434062088,0.787200092,0.983714484,0.832306542
171116,1.695388631,0.673960992,0.979002895,0.760553602
201447,1.648983518,0.693150968,0.95726118,0.766510923
171799,1.428681991,0.802139362,0.990344374,0.834916246
140964,1.607112445,0.815197779,0.991496276,0.787107475
160568,1.426909033,0.805809408,0.985599764,0.833199737
171914,1.624889486,0.815980331,0.984204771,0.781657156
160141,1.52628828,0.793393875,0.983389214,0.806055308
206303,1.681922819,0.817592042,0.992538032,0.769523691
170711,1.606614562,0.793340459,0.990105384,0.786670362
203657,1.400962991,0.807355343,0.986160812,0.840625588
205358,1.618537333,0.812147529,0.988205516,0.781875558
203643,1.615128096,0.774584833,0.987398299,0.784063206
164981,1.449521112,0.793868703,0.984584994,0.825923062
202236,1.549224967,0.79706455,0.993139619,0.800994378
160641,1.446142955,0.778638941,0.991947884,0.829989268
223035,1.621004093,0.761092115,0.987365476,0.782733666
177711,1.620315907,0.747658715,0.988222144,0.782386371
183825,1.445581163,0.797851563,0.993025995,0.830933595
197598,1.623715572,0.840263308,0.99051085,0.781677111
176119,1.656354097,0.685048038,0.991499136,0.77349692
181748,1.483742604,0.820354957,0.991176118,0.818759686
183243,1.632472488,0.783571942,0.97896677,0.777712742
204413,1.920006023,0.813279808,0.979308395,0.715609706
225405,1.52176775,0.785208177,0.985717472,0.807724965
148931,1.295955832,0.823961272,0.993409775,0.877717704
150664,1.754093241,0.778818518,0.987436181,0.751986343
160250,1.494238937,0.819035353,0.990132656,0.8170567
128118,1.54761535,0.782247133,0.991057753,0.801323883
167321,1.597899254,0.777333333,0.97912095,0.784570498
159638,1.544405948,0.762905615,0.989236251,0.802797223
198796,1.849402871,0.825324864,0.982640331,0.729787713
166265,1.52004383,0.75575,0.992502433,0.809233049
172359,1.468653269,0.757455504,0.991543413,0.823492916
175144,1.613187866,0.821994443,0.990135056,0.784857406
208502,1.681938482,0.679936996,0.980590606,0.763901061
179166,1.487238954,0.765614317,0.989222496,0.817665186
157916,1.637452399,0.76832057,0.989213095,0.780484793
168313,1.288203951,0.798115587,0.991528769,0.880044451
154706,1.436266295,0.771231729,0.99116507,0.832756827
186003,1.692122189,0.778470205,0.992381196,0.768420531
166343,1.599352186,0.783708911,0.987896497,0.787783515
181168,1.812994493,0.752708901,0.97289692,0.735464969
195076,1.586114971,0.796257822,0.991093792,0.79125385
179387,1.679009403,0.822261337,0.990273201,0.768797321
156182,1.531437567,0.793829576,0.988568752,0.8066757
155913,1.65617343,0.772772331,0.989377296,0.774899869
170723,1.758452175,0.796297506,0.987346091,0.750761852
185149,1.750184884,0.83314134,0.992548475,0.752646124
231066,1.394842181,0.736700143,0.992112596,0.844992422
179725,1.52092746,0.79726121,0.989882244,0.808678777
181181,1.428118992,0.768292321,0.989416718,0.833787976
170146,1.709269724,0.811022346,0.981924999,0.761679825
174927,1.819137421,0.720575877,0.986538006,0.738284164
158083,1.673003243,0.77128708,0.988377037,0.770193476
152533,1.546652298,0.774908555,0.984623826,0.802875667
138244,1.473209405,0.797365264,0.992782713,0.8215392
162493,1.440400169,0.72670638,0.992705591,0.832026293
166757,1.616547912,0.743660753,0.982559201,0.783065367
180012,1.720923942,0.801132191,0.990083326,0.761553182
172546,1.609684612,0.750382702,0.990584777,0.784921442
189503,1.744760633,0.796686342,0.98926701399999994,0.754318146
207561,1.667444418,0.720660382,0.986328515,0.770116136
191093,1.644896748,0.767047462,0.984381198,0.77591377
