Area,AspectRatio,Extent,Solidity,Compactness,Class
61333,1.616094252,0.686812018,0.985633246,0.785047085,Barbunya
69806,1.4596239,0.719093484,0.981662213,0.82571913,Barbunya
71881,1.541708489,0.781281249,0.980453938,0.804394217,Barbunya
68384,1.507055665,0.743854153,0.988679573,0.812855534,Barbunya
87149,1.654811392,0.811783336,0.983578619,0.776540131,Barbunya
75679,1.400564451,0.764372576,0.979194431,0.843486965,Barbunya
72837,1.487502677,0.784450356,0.985935893,0.818828183,Barbunya
69013,1.578844915,0.737751884,0.980716214,0.793703925,Barbunya
79180,1.424438869,0.704479737,0.978074239,0.833926163,Barbunya
58859,1.419596999,0.740346155,0.984297134,0.837169531,Barbunya
90639,1.416227928,0.7805901,0.982536585,0.837126254,Barbunya
74151,1.537787577,0.773356834,0.986732847,0.803459139,Barbunya
65618,1.457550002,0.812989394,0.987984823,0.82645276,Barbunya
69985,1.605185986,0.702547783,0.986663095,0.787877195,Barbunya
78657,1.587038311,0.785094023,0.979344091,0.792578933,Barbunya
54440,1.592195716,0.728489228,0.977466559,0.787931857,Barbunya
82805,1.473140205,0.724656072,0.98415698,0.822434406,Barbunya
63015,1.541658912,0.709668337,0.984747855,0.804874422,Barbunya
94651,1.490700885,0.762551964,0.986317786,0.817320874,Barbunya
90599,1.621673358,0.754614359,0.985189374,0.784466703,Barbunya
74557,1.826779752,0.735276134,0.980136194,0.73796271,Barbunya
66506,1.242533828,0.762124129,0.985668341,0.895142487,Barbunya
80434,1.705259293,0.715477673,0.97546600000000006,0.764391631,Barbunya
58299,1.629465217,0.71911928,0.990115657,0.782288917,Barbunya
54543,1.618869624,0.671158035,0.978700879,0.784528155,Barbunya
66520,1.654856338,0.741640931,0.985320911,0.776218314,Barbunya
88387,1.495150284,0.783100613,0.980759202,0.814209514,Barbunya
68999,1.7372396,0.676440889,0.990567934,0.757056135,Barbunya
41487,1.688752684,0.68917572,0.976555328,0.76854952,Barbunya
57716,1.530204275,0.776504144,0.989965867,0.807033672,Barbunya
82477,1.64315001,0.685628543,0.970020935,0.777596217,Barbunya
74486,1.332827525,0.773575108,0.974807292,0.862897354,Barbunya
75149,1.502022373,0.712447857,0.979050771,0.812567461,Barbunya
67454,1.376016696,0.731676628,0.982349343,0.851950411,Barbunya
65425,1.262282917,0.816424578,0.984782347,0.888026597,Barbunya
63888,1.659112885,0.779625856,0.981699166,0.775370166,Barbunya
60566,1.58852476,0.707877513,0.979271763,0.792205053,Barbunya
67413,1.500107488,0.736030134,0.979512663,0.814182868,Barbunya
54424,1.52013475,0.74840484,0.985745594,0.810398601,Barbunya
53249,1.557489212,0.696684635,0.982544515,0.800223102,Barbunya
95349,1.919278538,0.692666449,0.984583135,0.720352213,Barbunya
87516,1.768626135,0.671443916,0.9753912,0.750308116,Barbunya
75720,1.572111325,0.703848299,0.982955357,0.79599733,Barbunya
73913,1.401417464,0.727060791,0.98679608,0.843522453,Barbunya
67959,1.490852027,0.769472028,0.983558868,0.818048382,Barbunya
93336,1.461378288,0.807125562,0.988393765,0.825648435,Barbunya
84566,1.652238541,0.787085125,0.981442581,0.777124855,Barbunya
45564,1.507962074,0.746461337,0.987944493,0.813516105,Barbunya
76673,1.347143937,0.791014134,0.986097178,0.860599922,Barbunya
73724,1.420498543,0.732304269,0.976166517,0.833459146,Barbunya
85083,1.297669114,0.760702024,0.981224989,0.876848191,Barbunya
77217,1.580958141,0.705178082,0.981193692,0.794503768,Barbunya
78761,1.713816718,0.745101935,0.987400647,0.762909404,Barbunya
69923,1.519692519,0.756087803,0.984221046,0.809030349,Barbunya
73118,1.80435835,0.805974427,0.988054377,0.743397755,Barbunya
63164,1.535168884,0.71455722,0.986952921,0.805949275,Barbunya
84049,1.457565031,0.788082513,0.983719569,0.827234014,Barbunya
68164,1.410173411,0.792088872,0.975694941,0.835574424,Barbunya
82877,1.446693955,0.825986426,0.984626534,0.829065381,Barbunya
58191,1.570253891,0.715650826,0.981762046,0.797207277,Barbunya
71992,1.543032379,0.773242825,0.982450394,0.804145946,Barbunya
67659,1.58814376,0.661514094,0.980565217,0.792011176,Barbunya
77455,1.739992091,0.769211671,0.977424158,0.753959686,Barbunya
71153,1.603606355,0.690557761,0.982423439,0.78867041,Barbunya
91571,1.424428837,0.741687793,0.984359211,0.836651128,Barbunya
67554,1.536692735,0.730716395,0.983404664,0.806127228,Barbunya
69816,1.509219937,0.765643849,0.9851555,0.811174613,Barbunya
85601,1.517138216,0.781594397,0.983885613,0.809635389,Barbunya
67533,1.48436273,0.747377158,0.980529663,0.818752442,Barbunya
67538,1.60360023,0.698392017,0.985956204,0.789070411,Barbunya
67959,1.334285595,0.807420873,0.984427963,0.8636701,Barbunya
80677,1.269240609,0.733860918,0.982703387,0.884632176,Barbunya
62169,1.548619192,0.746075749,0.984683857,0.802915551,Barbunya
65235,1.301542209,0.752786817,0.984441493,0.874132067,Barbunya
69123,1.433323895,0.725883687,0.980885483,0.832498569,Barbunya
70682,1.493244509,0.793716031,0.982049073,0.817750884,Barbunya
68109,1.681372397,0.750760582,0.980168952,0.76988794,Barbunya
62608,1.673928537,0.691694103,0.977684776,0.771571593,Barbunya
64214,1.703515551,0.675823019,0.968171881,0.764546384,Barbunya
86530,1.600743954,0.686631593,0.986512832,0.788564317,Barbunya
66314,1.581039691,0.732978159,0.983114168,0.794713635,Barbunya
61387,1.300610689,0.803789347,0.986342529,0.876432732,Barbunya
83117,1.355336953,0.759975496,0.98652851,0.857520303,Barbunya
64778,1.630365157,0.801956051,0.986627269,0.781735228,Barbunya
74709,1.7511741220000001,0.790270373,0.982353947,0.753562897,Barbunya
70236,1.460678002,0.721553318,0.982857783,0.824137998,Barbunya
76217,1.474786386,0.736438827,0.98739474,0.821819973,Barbunya
74794,1.879937967,0.759985775,0.986559033,0.728165186,Barbunya
92981,1.64735661,0.808460134,0.984165458,0.777268061,Barbunya
70477,1.401687594,0.793177572,0.984590668,0.843534856,Barbunya
78739,1.549989272,0.716590826,0.978294362,0.801916867,Barbunya
66943,1.350327993,0.798518501,0.979744464,0.859114751,Barbunya
78417,1.62247443,0.687446305,0.982619919,0.782733903,Barbunya
65473,1.811607633,0.748587958,0.970703791,0.740036204,Barbunya
68936,1.649002944,0.771536335,0.984785932,0.777580011,Barbunya
70483,1.529280021,0.791010605,0.979651688,0.806409639,Barbunya
78310,1.655302766,0.736023911,0.986123004,0.776440262,Barbunya
78848,1.499855313,0.734576758,0.989074123,0.815260404,Barbunya
64717,1.313162543,0.789992798,0.988060886,0.872278528,Barbunya
60276,1.436892904,0.798992577,0.983086784,0.832272096,Barbunya
47981,1.388543061,0.769777478,0.990299478,0.84746509,Barbunya
140313,1.490048923,0.721240439,0.988356367,0.816875459,Bombay
146862,1.515106961,0.819414377,0.989022978,0.80907954,Bombay
169095,1.389286239,0.78006643,0.987127846,0.847225275,Bombay
150169,1.641866545,0.779026276,0.988142475,0.776914147,Bombay
191584,1.379090144,0.771318719,0.990272193,0.850611071,Bombay
176352,1.524288543,0.764090121,0.97750679,0.804657272,Bombay
168684,1.582954097,0.770021546,0.99339246,0.794180137,Bombay
138114,1.327001706,0.793950264,0.990128395,0.866926408,Bombay
151014,1.469417421,0.810269618,0.990684493,0.823090798,Bombay
135403,1.575141721,0.787849695,0.983904722,0.793515586,Bombay
182494,1.587217161,0.745603857,0.964693693,0.784726272,Bombay
186509,1.790951645,0.844016146,0.984117687,0.743191264,Bombay
177713,1.584840402,0.767758241,0.986330033,0.791116974,Bombay
163117,1.506439443,0.731154889,0.987438859,0.813536405,Bombay
208477,1.544424009,0.794270714,0.988980076,0.8016548,Bombay
221203,1.671877626,0.739191312,0.98609588,0.769977734,Bombay
213012,1.493862872,0.729853078,0.988308001,0.816078538,Bombay
194219,1.63171294,0.820812449,0.984533888,0.777160753,Bombay
181877,1.53018741,0.788400935,0.990604678,0.806505188,Bombay
171620,1.451952085,0.790263759,0.98239227,0.825713046,Bombay
163329,1.613701675,0.731066371,0.986858324,0.783793359,Bombay
181118,1.707424263,0.770472277,0.973888823,0.759402658,Bombay
138244,1.473209405,0.797365264,0.992782713,0.8215392,Bombay
152884,1.397418618,0.776127889,0.990598374,0.843282408,Bombay
175276,1.650733797,0.78934308500000006,0.989622503,0.776052122,Bombay
184398,1.591806096,0.812054114,0.985916848,0.789328062,Bombay
171055,1.54473551,0.816803553,0.989386315,0.802122233,Bombay
142154,1.387258323,0.795124789,0.993569761,0.847939904,Bombay
178200,1.459881996,0.757266701,0.985150869,0.824073507,Bombay
163401,1.558042582,0.687674127,0.979135083,0.796404333,Bombay
204413,1.920006023,0.813279808,0.979308395,0.715609706,Bombay
155333,1.602804294,0.74197755,0.989747805,0.788066187,Bombay
174668,1.772011252,0.754880394,0.978554141,0.746458838,Bombay
126503,1.401879349,0.771312725,0.986608953,0.843540956,Bombay
144058,1.56088815,0.748800582,0.988499595,0.79770156,Bombay
199788,1.826179758,0.792627094,0.985862533,0.735280362,Bombay
168165,1.753842069,0.813523163,0.987034407,0.752581374,Bombay
176826,1.803927678,0.809576134,0.984192891,0.741055631,Bombay
153644,1.578303234,0.763957119,0.978593038,0.790529629,Bombay
171799,1.428681991,0.802139362,0.990344374,0.834916246,Bombay
180948,1.414004017,0.7398013,0.991789351,0.839760843,Bombay
165855,1.572547549,0.784889499,0.989411203,0.794902624,Bombay
175545,1.752907868,0.730831519,0.987678285,0.752150256,Bombay
163479,1.764492581,0.810972101,0.990169713,0.751306504,Bombay
140964,1.607112445,0.815197779,0.991496276,0.787107475,Bombay
181168,1.812994493,0.752708901,0.97289692,0.735464969,Bombay
163850,1.479928614,0.781488477,0.983806373,0.817727068,Bombay
146154,1.558218394,0.735713998,0.986220951,0.798352394,Bombay
210910,1.68756361,0.809840497,0.990662195,0.766910616,Bombay
195106,1.534219435,0.791049375,0.988664407,0.804102859,Bombay
183243,1.632472488,0.783571942,0.97896677,0.777712742,Bombay
174325,1.645155093,0.766075164,0.984203068,0.774638499,Bombay
151876,1.5055492,0.725471464,0.987047423,0.812516012,Bombay
145886,1.560502446,0.757656493,0.990118228,0.798968158,Bombay
179759,1.757906192,0.776483344,0.987193217,0.750705865,Bombay
161603,1.58995265,0.826351745,0.986135774,0.788208959,Bombay
152063,1.413571505,0.764450678,0.988320551,0.838466145,Bombay
141519,1.507078678,0.780600678,0.98425405,0.811478766,Bombay
170711,1.606614562,0.793340459,0.990105384,0.786670362,Bombay
226806,1.586206138,0.768229731,0.986138769,0.790294821,Bombay
192812,1.731397064,0.814955704,0.99009962,0.756626845,Bombay
129807,1.465953674,0.806314756,0.989774911,0.824221968,Bombay
141953,1.513380332,0.714710799,0.987815231,0.810969484,Bombay
174927,1.819137421,0.720575877,0.986538006,0.738284164,Bombay
183483,1.691352487,0.763253132,0.977023184,0.762240729,Bombay
159806,1.729092921,0.772009662,0.972440442,0.751701511,Bombay
164698,1.544434183,0.813894188,0.98951593,0.803462996,Bombay
157321,1.696174643,0.803330338,0.979253551,0.76191538,Bombay
149264,1.764080031,0.807705628,0.984539074,0.75003262,Bombay
187645,1.653875918,0.796641831,0.988500116,0.775132782,Bombay
142399,1.510642558,0.79619234,0.990374384,0.811689328,Bombay
156343,1.5447155,0.746377746,0.988492884,0.802875082,Bombay
186431,1.71392702,0.814002532,0.981598096,0.757871264,Bombay
182972,1.472616428,0.832504493,0.987154241,0.821605823,Bombay
164154,1.651518776,0.748809415,0.989791796,0.775618862,Bombay
218738,1.65614237,0.703064081,0.978662861,0.77327941,Bombay
168405,1.579140438,0.756138957,0.986989011,0.792455035,Bombay
161579,1.514690116,0.801960492,0.991434269,0.811976354,Bombay
164326,1.571408085,0.842464138,0.990404899,0.794549371,Bombay
138659,1.466769012,0.71073283,0.991653913,0.824149152,Bombay
137358,1.471472378,0.798073348,0.9946775,0.82324744,Bombay
156250,1.612344171,0.791620225,0.990704811,0.78509848,Bombay
164455,1.500268085,0.700840386,0.989828162,0.814903852,Bombay
162866,1.573754836,0.811566616,0.990699231,0.795826087,Bombay
164670,1.876570398,0.824574493,0.983192525,0.723545711,Bombay
179387,1.679009403,0.822261337,0.990273201,0.768797321,Bombay
179474,1.61897009,0.788065338,0.975486999,0.78179354,Bombay
172967,1.632891788,0.746432193,0.984994476,0.776353275,Bombay
213022,1.87632007,0.737513762,0.976873868,0.722107534,Bombay
156645,1.61741731,0.776065793,0.987523956,0.783706872,Bombay
177711,1.620315907,0.747658715,0.988222144,0.782386371,Bombay
137115,1.538485188,0.789974016,0.986651795,0.804753869,Bombay
175054,1.641976246,0.768168155,0.987092809,0.776918234,Bombay
186103,1.616262346,0.797664052,0.983443954,0.782511262,Bombay
153237,1.674232786,0.662148265,0.987612707,0.769771543,Bombay
198997,1.666452043,0.759298687,0.987543857,0.770035509,Bombay
117034,1.212714877,0.746318911,0.991653886,0.906315042,Bombay
187129,1.384631556,0.773110181,0.989854375,0.846884828,Bombay
198796,1.849402871,0.825324864,0.982640331,0.729787713,Bombay
190600,1.569669122,0.780316057,0.987677352,0.794727176,Bombay
181460,1.793230787,0.817188612,0.982420807,0.744159214,Bombay
172351,1.63508358,0.83275433,0.990927332,0.778910781,Bombay
146618,1.618894598,0.815631954,0.988378207,0.784089863,Bombay
184491,1.614592802,0.766795511,0.982129168,0.78344268,Bombay
204774,1.653699485,0.811526085,0.979667407,0.774533053,Bombay
166265,1.52004383,0.75575,0.992502433,0.809233049,Bombay
166686,1.686608155,0.825832342,0.990215822,0.767051715,Bombay
185677,1.425173874,0.767399858,0.990103075,0.83473004,Bombay
182976,1.623356676,0.793546708,0.991594726,0.781658793,Bombay
171308,1.660627592,0.786621177,0.98551425,0.773968359,Bombay
183754,1.663361709,0.822621947,0.991726349,0.773252496,Bombay
237270,1.787613962,0.784114793,0.985868675,0.744620666,Bombay
170659,1.499377608,0.797062258,0.99049316,0.814847703,Bombay
225335,1.578287237,0.786108999,0.98618764,0.791529128,Bombay
168736,1.548475746,0.746916914,0.993429574,0.802641033,Bombay
194330,1.586456187,0.717082225,0.991196393,0.792003906,Bombay
139639,1.258213503,0.783916241,0.993581944,0.889981856,Bombay
215107,1.672208977,0.819143184,0.98763998,0.76906153,Bombay
184362,1.60130638,0.785093771,0.981364079,0.78689043,Bombay
191369,1.705527085,0.824894824,0.983588779,0.758879592,Bombay
147044,1.478974952,0.808845128,0.991417032,0.820515158,Bombay
138265,1.485614523,0.754836984,0.989451764,0.818196832,Bombay
157119,1.396830989,0.773870857,0.991875308,0.843901419,Bombay
192018,1.655129129,0.81848756,0.992551393,0.775591718,Bombay
170292,1.569456019,0.806039665,0.99177077,0.796471024,Bombay
222737,1.821274475,0.83655204,0.987677149,0.737083953,Bombay
195455,1.596965085,0.759024962,0.985141354,0.787059049,Bombay
230867,1.524021083,0.741062802,0.989813199,0.807263559,Bombay
223165,1.56185226,0.751944175,0.987202399,0.796668207,Bombay
159596,1.412294221,0.765492498,0.990289214,0.840204383,Bombay
203677,1.683657312,0.802263292,0.991075903,0.768611375,Bombay
171230,1.503289537,0.784634489,0.990667832,0.813494725,Bombay
182090,1.626591118,0.770881842,0.99025462,0.780301259,Bombay
176478,1.5710673,0.819531903,0.991956562,0.795485856,Bombay
131249,1.609527267,0.81498845,0.98809013,0.784406072,Bombay
137518,1.529078291,0.778239315,0.988250343,0.805035938,Bombay
162820,1.46262025,0.73386308,0.991124801,0.825393551,Bombay
201491,1.449073046,0.796800791,0.990648646,0.829122698,Bombay
177906,1.719614026,0.790001643,0.984140331,0.757481419,Bombay
200419,1.649556972,0.786650967,0.991432147,0.775695414,Bombay
181992,1.767716771,0.808117049,0.986556225,0.748672049,Bombay
145163,1.547018721,0.704613189,0.988754478,0.802286907,Bombay
171566,1.507526392,0.828037221,0.991710983,0.812360548,Bombay
182835,1.401442348,0.813619737,0.989693568,0.842351625,Bombay
157128,1.714191595,0.811301465,0.989240542,0.760609733,Bombay
166458,1.618443657,0.761183997,0.974955193,0.779237009,Bombay
190919,1.4600779,0.777129669,0.991462534,0.826000541,Bombay
226687,1.777137703,0.758383851,0.979209503,0.74544661,Bombay
188888,1.637346077,0.778823238,0.987623853,0.778179058,Bombay
185149,1.750184884,0.83314134,0.992548475,0.752646124,Bombay
166654,1.53702279,0.726731205,0.988809778,0.804456729,Bombay
202236,1.549224967,0.79706455,0.993139619,0.800994378,Bombay
164201,1.549188005,0.806868661,0.987799963,0.801312134,Bombay
146521,1.47627861,0.755107194,0.975109975,0.817650649,Bombay
187588,1.461411333,0.716110462,0.987565149,0.823923958,Bombay
156974,1.502024091,0.689189782,0.989972503,0.811580662,Bombay
185104,1.462471084,0.796639639,0.988523548,0.824570744,Bombay
198671,1.519799312,0.792427167,0.987754432,0.806948482,Bombay
171896,1.438229489,0.818614752,0.988402247,0.830374,Bombay
144079,1.543609641,0.6931207,0.984045351,0.801174069,Bombay
149231,1.514064982,0.746845832,0.990357304,0.811144958,Bombay
195332,1.553225914,0.75880662,0.982239118,0.798064059,Bombay
168315,1.83407568,0.786459891,0.98011984,0.731322761,Bombay
186618,1.556450257,0.802865256,0.990120968,0.799274469,Bombay
193584,1.630959409,0.800595533,0.980758124,0.779329705,Bombay
146153,1.475881001,0.731936098,0.979138055,0.819810716,Bombay
178848,1.85012157,0.803211986,0.99027707,0.733568138,Bombay
184715,1.746847513,0.798733028,0.986651639,0.753236398,Bombay
168744,1.683386425,0.73513344,0.991142542,0.769504756,Bombay
148325,1.593662657,0.778886952,0.989849579,0.790514575,Bombay
173392,1.732107619,0.839040914,0.988732266,0.757539741,Bombay
143603,1.448298876,0.77369388,0.98764099,0.828648509,Bombay
184245,1.612285545,0.725508263,0.970195624,0.780001084,Bombay
181822,1.441789179,0.766269671,0.991422885,0.830260774,Bombay
178603,1.601940643,0.812156681,0.991429222,0.78883813,Bombay
162019,1.703606792,0.715631625,0.986927786,0.761180785,Bombay
149941,1.644876892,0.710822983,0.982343615,0.775092396,Bombay
184018,1.66900222,0.827895551,0.987825172,0.770975802,Bombay
201447,1.648983518,0.693150968,0.95726118,0.766510923,Bombay
169559,1.606534305,0.736655747,0.983983194,0.785641038,Bombay
157309,1.609981849,0.801309121,0.982573283,0.783448342,Bombay
191042,1.615176765,0.775250988,0.987603391,0.784034966,Bombay
173520,1.561406077,0.807009711,0.986239705,0.797939302,Bombay
147030,1.512509939,0.824320915,0.992118652,0.8119675,Bombay
160568,1.426909033,0.805809408,0.985599764,0.833199737,Bombay
176119,1.656354097,0.685048038,0.991499136,0.77349692,Bombay
164983,1.547316648,0.795014504,0.985950255,0.800232485,Bombay
172005,1.632103464,0.737807232,0.990937792,0.78085724,Bombay
207034,1.664095844,0.826879144,0.987291308,0.771328886,Bombay
180547,1.871552644,0.834413244,0.989705358,0.727996696,Bombay
167176,1.752243135,0.659294548,0.984221929,0.749975172,Bombay
157613,1.323834136,0.770723716,0.992800272,0.867816033,Bombay
158140,1.418481681,0.829286711,0.982297037,0.835971597,Bombay
152869,1.470186244,0.761098913,0.990912096,0.821245085,Bombay
200662,1.574279823,0.775011104,0.988901702,0.795157417,Bombay
182178,1.726453763,0.796302124,0.990210839,0.757357326,Bombay
158438,1.59309275,0.722231086,0.99018180200000006,0.789143137,Bombay
186542,1.627004554,0.765385294,0.987052156,0.780203009,Bombay
190130,1.640321486,0.81492435,0.99093136,0.778501572,Bombay
155913,1.65617343,0.772772331,0.989377296,0.774899869,Bombay
207673,1.627155324,0.733686858,0.985222119,0.779972994,Bombay
160273,1.743665984,0.808871326,0.980185062,0.754051062,Bombay
180261,1.440274802,0.774716349,0.986596245,0.8287594,Bombay
176818,1.819158223,0.730701203,0.988008762,0.73717538,Bombay
203657,1.400962991,0.807355343,0.986160812,0.840625588,Bombay
198209,1.497328857,0.786762196,0.988144795,0.814023842,Bombay
183019,1.661436778,0.716751846,0.989880469,0.772825856,Bombay
197245,1.621057634,0.802082825,0.982408344,0.78049618,Bombay
199669,1.522294381,0.764470531,0.983814066,0.805750432,Bombay
192106,1.485391667,0.814008475,0.985912312,0.817137459,Bombay
150738,1.472394358,0.729789397,0.990843418,0.822266814,Bombay
186765,1.684313417,0.808044754,0.989850541,0.766888132,Bombay
189503,1.744760633,0.796686342,0.98926701399999994,0.754318146,Bombay
150664,1.754093241,0.778818518,0.987436181,0.751986343,Bombay
151091,1.483394433,0.761159893,0.984447282,0.817754014,Bombay
218077,1.801078033,0.805374903,0.989469051,0.741260392,Bombay
164498,1.785674793,0.793909266,0.973424306,0.741985832,Bombay
190239,1.559804458,0.790134071,0.989822836,0.799782575,Bombay
206303,1.681922819,0.817592042,0.992538032,0.769523691,Bombay
166256,1.658776416,0.696476897,0.982020083,0.769976583,Bombay
130070,1.41849391,0.751536933,0.986424996,0.836135618,Bombay
158001,1.51371954,0.779620456,0.991515692,0.811531108,Bombay
134251,1.598010802,0.789683894,0.991448131,0.789569049,Bombay
203688,1.737422338,0.788071066,0.983866917,0.753274371,Bombay
183422,1.633870023,0.789931094,0.984213689,0.777508732,Bombay
191756,1.769411393,0.66201287,0.990900024,0.74867049,Bombay
164103,1.656252739,0.727658499,0.987115402,0.774568868,Bombay
170067,1.385376068,0.785383763,0.9899415,0.846703388,Bombay
152816,1.469121014,0.811642235,0.986457002,0.821189098,Bombay
147218,1.502782775,0.744732622,0.988610876,0.81497786,Bombay
147930,1.423699039,0.760034115,0.98996848,0.835634546,Bombay
186003,1.692122189,0.778470205,0.992381196,0.768420531,Bombay
139523,1.413425217,0.732219703,0.990283338,0.840069515,Bombay
176570,1.651457611,0.802714965,0.990836293,0.776665587,Bombay
165366,1.643745027,0.85841985,0.983115941,0.775009734,Bombay
198281,1.657900246,0.708956665,0.9835611,0.772190028,Bombay
160359,1.39056924,0.757296271,0.989247511,0.845933552,Bombay
179725,1.52092746,0.79726121,0.989882244,0.808678777,Bombay
190062,1.641789728,0.763718336,0.991693364,0.778967088,Bombay
183153,1.580436926,0.768578395,0.988274716,0.793412633,Bombay
196212,1.845148415,0.838269221,0.983168897,0.732090107,Bombay
144404,1.499751531,0.763525232,0.989129467,0.814890271,Bombay
156041,1.459445684,0.803076622,0.988846712,0.824897304,Bombay
161008,1.239630349,0.814059782,0.987664015,0.895518804,Bombay
134012,1.5599274380000001,0.76070569,0.98901845,0.79780047,Bombay
202280,1.647240591,0.78379101,0.988240582,0.777258236,Bombay
179496,1.540377581,0.781402638,0.988898744,0.803979942,Bombay
198323,1.643577956,0.738922111,0.98534329,0.777249642,Bombay
154721,1.465172907,0.803895793,0.992418363,0.823630985,Bombay
139841,1.537476785,0.780275639,0.987075781,0.804037789,Bombay
187761,1.56201398,0.816710816,0.976894101,0.794939705,Bombay
154364,1.571706786,0.813058318,0.994081773,0.797138668,Bombay
181748,1.483742604,0.820354957,0.991176118,0.818759686,Bombay
182940,1.658505396,0.792689268,0.986550471,0.773067865,Bombay
213307,1.603326617,0.799933247,0.969656608,0.783968278,Bombay
176492,1.531945779,0.752711376,0.990120783,0.806856585,Bombay
185950,1.626210319,0.813920915,0.986205324,0.781128448,Bombay
166639,1.582955266,0.768063237,0.977561245,0.791913265,Bombay
154875,1.690360244,0.80814748300000006,0.984064353,0.765194014,Bombay
188362,1.69344308,0.810619362,0.986105876,0.765405442,Bombay
176920,1.727731223,0.717882547,0.981569224,0.756944923,Bombay
175387,1.62068743,0.797228131,0.991514405,0.783374677,Bombay
201946,1.71371214,0.818307434,0.99266607,0.762023237,Bombay
171708,1.389742845,0.735067103,0.993657554,0.846769838,Bombay
203179,1.744620738,0.815272695,0.985956433,0.751304756,Bombay
148931,1.295955832,0.823961272,0.993409775,0.877717704,Bombay
179180,1.663791194,0.800911854,0.986255828,0.770638753,Bombay
156910,1.462405758,0.765541602,0.991620112,0.824794372,Bombay
182755,1.624841591,0.824029903,0.98959264,0.78206729,Bombay
162012,1.665614404,0.852268603,0.991608674,0.771178147,Bombay
184936,1.634271408,0.749362821,0.991210016,0.780625844,Bombay
183410,1.599003108,0.754252204,0.990976875,0.786459855,Bombay
207561,1.667444418,0.720660382,0.986328515,0.770116136,Bombay
172746,1.628827602,0.79651967,0.979830064,0.779379799,Bombay
169128,1.669509652,0.770669291,0.987297436,0.770155679,Bombay
181181,1.428118992,0.768292321,0.989416718,0.833787976,Bombay
202626,1.58638276,0.744018506,0.974899323,0.787789479,Bombay
170146,1.709269724,0.811022346,0.981924999,0.761679825,Bombay
155439,1.627524994,0.655324334,0.982522566,0.777886359,Bombay
152533,1.546652298,0.774908555,0.984623826,0.802875667,Bombay
142238,1.469609509,0.767464321,0.989385382,0.824025775,Bombay
231066,1.394842181,0.736700143,0.992112596,0.844992422,Bombay
177893,1.622844237,0.717889427,0.978557794,0.779078158,Bombay
170186,1.524838632,0.777701616,0.976145,0.80051872,Bombay
196076,1.631368875,0.803965787,0.983848064,0.779117514,Bombay
233751,1.669294818,0.819204525,0.984861635,0.771643385,Bombay
208936,1.63654567,0.791703138,0.985644804,0.777453587,Bombay
150467,1.434062088,0.787200092,0.983714484,0.832306542,Bombay
190728,1.805130547,0.83665475,0.991428289,0.739938378,Bombay
181985,1.529918789,0.771816208,0.988850068,0.805398885,Bombay
162310,1.688930351,0.796883362,0.977912469,0.763376304,Bombay
212510,1.642269881,0.83981442,0.980927059,0.775253638,Bombay
129409,1.419704689,0.79933414,0.990213333,0.838040607,Bombay
200714,1.455137768,0.711860319,0.985017201,0.825884561,Bombay
195076,1.586114971,0.796257822,0.991093792,0.79125385,Bombay
165330,1.557588809,0.776744186,0.984564262,0.798572039,Bombay
162374,1.625209584,0.787153384,0.987027986,0.782626017,Bombay
214563,1.578603374,0.737771038,0.9849885,0.792999131,Bombay
159689,1.563108261,0.779761905,0.986130237,0.795826164,Bombay
156513,1.613265445,0.791232957,0.991354084,0.784265199,Bombay
204635,1.539088498,0.807044459,0.991765778,0.803683273,Bombay
159048,1.555374054,0.797352985,0.987618137,0.79787322,Bombay
174091,1.525697954,0.750871245,0.984555089,0.805179454,Bombay
151012,1.594072771,0.739037663,0.981770427,0.786664547,Bombay
186439,1.640500489,0.848622642,0.989748898,0.776058709,Bombay
132889,1.469951278,0.789361449,0.989309511,0.823259465,Bombay
182361,1.579301087,0.827034014,0.987988818,0.791949484,Bombay
169969,1.654128427,0.745631775,0.986660243,0.773593104,Bombay
132254,1.465590124,0.727117787,0.990273524,0.824390129,Bombay
206702,1.651576009,0.700684746,0.987110854,0.773147225,Bombay
168532,1.522881254,0.788730549,0.991802266,0.807309264,Bombay
146007,1.500185792,0.770383854,0.988885728,0.81342448999999994,Bombay
197598,1.623715572,0.840263308,0.99051085,0.781677111,Bombay
188980,1.734588059,0.645608713,0.980074888,0.754654723,Bombay
153075,1.393740696,0.801406224,0.991835941,0.845146514,Bombay
171994,1.467355884,0.783425419,0.99237804,0.823315539,Bombay
138777,1.420568832,0.823700142,0.990245747,0.836333876,Bombay
139686,1.449455465,0.76540274,0.990034871,0.829058495,Bombay
176521,1.682773791,0.744814346,0.97419921,0.763715578,Bombay
187777,1.69376268,0.821206158,0.9883,0.765863929,Bombay
179166,1.487238954,0.765614317,0.989222496,0.817665186,Bombay
159200,1.630890374,0.80306699,0.982140103,0.779362151,Bombay
175965,1.538629156,0.807641997,0.993770755,0.80525822,Bombay
191366,1.676863533,0.784119778,0.989841204,0.767796211,Bombay
171217,1.660981322,0.786445271,0.986699323,0.775047484,Bombay
173809,1.450598607,0.818340615,0.98991343,0.828374891,Bombay
193700,1.344731327,0.810477207,0.990372374,0.858922824,Bombay
183612,1.487197574,0.797979974,0.99208973600000006,0.81908229,Bombay
169553,1.792998221,0.781537511,0.988359079,0.743056947,Bombay
167124,1.3509576,0.748729896,0.991304348,0.858885947,Bombay
156138,1.489814804,0.769956802,0.990415417,0.81839808,Bombay
